,gender,age,education,activity_work,educational_level,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun
18130,Female,61,3.0,8,lower_educated,1,5.0,1,5.0,2,5,6,6,6,5,5,6,7
18131,Female,65,7.0,5,mid_educated,1,1.0,2,66.0,6,7,2,6,6,2,2,2,2
18132,Male,73,10.0,6,mid_educated,1,4.0,1,2.0,3,6,1,6,7,1,1,1,8
18133,Female,35,14.0,2,highly_educated,1,1.0,1,1.0,2,7,8,7,8,7,7,9,8
18134,Female,61,18.0,1,highly_educated,1,8.0,1,10.0,2,2,8,10,8,8,9,8,8
18135,Male,35,6.0,1,mid_educated,1,8.0,1,8.0,2,2,8,9,7,7,8,9,8
18136,Female,27,17.0,1,highly_educated,1,1.0,2,66.0,6,7,4,6,5,1,1,4,6
18137,Female,23,14.0,1,highly_educated,1,8.0,2,66.0,6,4,2,7,8,4,5,6,7
18138,Male,64,4.0,1,lower_educated,1,1.0,2,66.0,6,8,3,4,7,3,3,3,4
18139,Female,53,10.0,1,mid_educated,1,1.0,2,66.0,6,6,6,7,8,6,6,6,6
18140,Male,35,10.0,1,mid_educated,1,6.0,2,66.0,6,3,7,8,8,6,6,6,7
18141,Male,77,16.0,6,highly_educated,1,1.0,1,1.0,2,6,7,9,8,6,6,7,5
18142,Female,49,17.0,1,highly_educated,1,5.0,2,66.0,6,7,9,8,9,7,7,9,9
18143,Female,68,3.0,6,lower_educated,1,5.0,1,7.0,1,3,2,5,9,2,3,3,88
18144,Male,77,16.0,6,highly_educated,1,16.0,2,66.0,6,7,6,6,6,6,6,6,7
18145,Male,50,4.0,5,lower_educated,1,1.0,1,1.0,2,6,8,7,5,8,8,88,88
18146,Female,70,14.0,6,highly_educated,1,10.0,1,10.0,2,3,6,8,9,5,8,6,7
18147,Male,26,17.0,1,highly_educated,1,8.0,2,66.0,6,1,9,9,8,7,8,8,8
18148,Male,33,13.0,1,highly_educated,1,5.0,2,66.0,6,5,6,7,7,6,6,88,88
18149,Male,32,10.0,1,mid_educated,1,3.0,1,17.0,2,6,5,6,5,4,4,1,5
18150,Female,49,14.0,1,highly_educated,1,10.0,1,10.0,2,2,7,9,8,7,5,6,88
18151,Male,27,14.0,1,highly_educated,1,6.0,1,8.0,2,1,7,8,8,6,6,7,4
18152,Female,43,2.0,8,lower_educated,2,66.0,2,66.0,6,7,6,10,9,8,8,5,9
18153,Female,54,15.0,1,highly_educated,1,1.0,1,1.0,2,7,8,8,8,7,6,5,6
18154,Male,56,4.0,1,lower_educated,2,66.0,2,66.0,6,5,2,1,5,1,2,5,7
18155,Male,72,17.0,8,highly_educated,1,6.0,1,15.0,2,5,4,8,9,6,5,6,7
18156,Male,53,17.0,1,highly_educated,3,66.0,1,6.0,2,5,8,10,8,7,6,7,7
18157,Female,19,7.0,2,mid_educated,2,66.0,2,66.0,6,4,7,8,7,7,7,8,7
18158,Male,27,10.0,1,mid_educated,2,66.0,2,66.0,6,5,5,7,8,8,5,4,4
18159,Male,54,16.0,1,highly_educated,1,1.0,2,66.0,6,8,6,8,7,7,7,6,7
18160,Male,16,4.0,2,lower_educated,3,66.0,2,66.0,6,7,7,6,7,4,4,4,88
18161,Male,23,15.0,1,highly_educated,1,6.0,2,66.0,6,5,6,9,8,6,6,7,8
18162,Male,72,14.0,6,highly_educated,1,5.0,1,5.0,2,6,7,7,8,5,6,5,7
