,age,education,activity_work,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gender,educational_level,political_trust
17310,51.0,14.0,1.0,1.0,6.0,1.0,6.0,2.0,6.0,7.0,9.0,8.0,5.0,4.0,8.0,7.0,8.0,7.0,5.0,8.0,1.0,3.0,Male,highly_educated,6.0
17311,40.0,14.0,1.0,1.0,1.0,2.0,66.0,6.0,5.0,3.0,6.0,6.0,5.0,2.0,6.0,7.0,8.0,5.0,6.0,8.0,8.0,8.0,Female,highly_educated,4.0
17312,18.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,6.0,8.0,Male,lower_educated,8.0
17313,64.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,7.0,7.0,6.0,4.0,5.0,5.0,4.0,Male,lower_educated,5.0
17314,59.0,17.0,1.0,1.0,10.0,2.0,66.0,6.0,8.0,9.0,7.0,10.0,9.0,6.0,9.0,6.0,9.0,9.0,7.0,6.0,8.0,7.0,Male,highly_educated,8.0
17315,50.0,12.8,9.0,2.0,4.2,2.0,66.0,6.0,8.0,7.0,7.0,8.0,10.0,9.0,9.0,8.0,8.0,7.0,6.0,8.0,7.0,7.0,Male,,9.0
17316,42.0,13.0,1.0,1.0,1.0,2.0,66.0,6.0,3.0,5.0,7.0,7.0,5.0,7.0,5.0,4.0,9.0,7.0,7.0,8.0,4.0,4.0,Female,highly_educated,6.0
17317,60.0,16.0,1.0,1.0,8.0,2.0,66.0,6.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,7.0,9.0,5.0,5.0,5.0,6.0,7.0,Female,highly_educated,6.0
17318,66.0,4.0,8.0,2.0,10.0,1.0,10.0,2.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,Male,lower_educated,0.0
17319,39.0,16.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,7.0,7.0,2.0,2.0,4.0,5.0,7.0,2.0,1.0,1.0,3.0,2.0,Male,highly_educated,3.0
17320,73.0,9.0,6.0,1.0,8.0,1.0,8.0,2.0,3.0,6.0,7.0,8.0,6.0,6.0,5.0,7.0,9.0,6.0,6.0,7.0,6.0,8.0,Female,mid_educated,6.0
17321,23.0,10.0,1.0,1.0,8.0,1.0,8.0,2.0,3.0,4.0,2.0,8.0,0.0,0.0,3.0,3.0,8.0,2.0,4.0,5.0,3.0,5.0,Female,mid_educated,2.0
17322,60.0,16.0,5.0,1.0,8.0,2.0,66.0,6.0,5.0,3.0,7.0,8.0,3.0,3.0,2.0,9.0,7.0,8.0,5.0,8.0,8.0,7.0,Male,highly_educated,3.0
17323,75.0,5.0,6.0,1.0,17.0,1.0,17.0,2.0,5.0,2.0,4.0,7.0,2.0,3.0,3.0,5.0,8.0,3.0,1.0,2.0,3.0,6.0,Male,lower_educated,2.0
17324,69.0,3.0,6.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,7.0,7.0,5.0,6.0,6.0,7.0,9.0,7.0,4.0,6.0,6.0,6.0,Male,lower_educated,5.0
17325,43.0,17.0,1.0,1.0,6.0,1.0,6.0,2.0,3.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,5.0,6.0,6.0,6.0,7.0,Female,highly_educated,7.0
17326,74.0,3.0,8.0,1.0,5.0,2.0,66.0,6.0,5.0,4.0,4.0,8.0,5.0,5.0,5.0,5.0,10.0,4.0,5.0,5.0,6.0,7.0,Female,lower_educated,5.0
17327,58.0,16.0,1.0,1.0,8.0,2.0,66.0,6.0,4.0,5.0,6.0,7.0,4.0,3.0,3.0,5.0,7.0,4.0,2.0,4.0,4.0,3.0,Male,highly_educated,4.0
17328,74.0,14.0,6.0,1.0,9.0,1.0,9.0,2.0,7.0,7.0,9.0,9.0,7.0,7.0,6.0,5.0,8.0,8.0,7.0,8.0,7.0,7.0,Male,highly_educated,7.0
17329,47.0,15.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,5.0,6.0,9.0,6.0,6.0,6.0,6.0,9.0,4.0,1.0,6.0,6.0,5.0,Female,highly_educated,6.0
17330,67.0,3.2,5.4,2.0,4.2,2.0,66.0,6.0,5.0,3.0,8.0,8.0,4.0,4.0,0.0,5.0,9.0,7.0,7.0,4.0,8.0,8.0,Female,,3.0
17331,68.0,2.0,6.0,1.0,4.2,2.0,66.0,6.0,5.8,9.0,6.0,7.0,5.0,5.0,4.0,6.0,8.0,4.0,4.0,6.0,7.0,5.0,Male,lower_educated,6.0
17332,69.0,3.0,6.0,1.0,17.0,2.0,66.0,6.0,5.0,3.0,5.0,8.0,4.0,5.0,5.0,7.0,8.0,6.0,5.0,7.0,6.0,5.0,Male,lower_educated,4.0
17333,57.0,17.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,4.0,7.0,9.0,3.0,4.0,5.0,6.0,8.0,7.0,2.0,6.0,5.0,8.0,Male,highly_educated,4.0
17334,89.0,14.0,6.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,8.0,7.0,7.0,3.0,5.0,7.0,8.0,7.0,7.0,6.0,8.0,8.0,Male,highly_educated,5.0
17335,46.0,16.0,1.0,1.0,7.0,1.0,7.0,2.0,3.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,8.0,7.0,7.0,Male,highly_educated,7.0
17336,18.0,4.0,2.0,3.0,4.2,2.0,66.0,6.0,7.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,Male,lower_educated,9.0
17337,49.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,Female,highly_educated,6.0
17338,18.0,9.0,1.0,3.0,7.6,2.0,66.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,7.0,10.0,10.0,7.0,7.0,10.0,10.0,Male,mid_educated,6.0
17339,68.0,4.0,8.0,1.0,7.0,2.0,66.0,6.0,5.0,3.0,7.0,7.0,5.0,5.0,3.0,3.0,8.0,5.0,3.0,5.0,7.0,7.0,Female,lower_educated,4.0
17340,62.0,8.0,1.0,2.0,2.8,2.0,66.0,6.0,2.0,4.0,5.0,6.0,5.0,10.0,5.0,7.0,10.0,7.0,6.0,7.0,8.0,8.0,Male,mid_educated,6.0
17341,52.0,16.0,1.0,1.0,6.0,1.0,6.0,2.0,4.0,8.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,5.0,7.0,8.0,5.0,8.0,Female,highly_educated,8.0
17342,25.0,17.0,2.0,1.0,1.0,2.0,66.0,6.0,8.0,3.0,7.0,8.0,3.0,3.0,5.0,5.0,7.0,4.0,4.0,4.0,5.0,8.0,Male,highly_educated,4.0
17343,59.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,8.0,2.0,3.0,3.0,7.0,8.0,3.0,1.0,9.0,6.0,6.0,Female,highly_educated,3.0
17344,41.0,17.0,8.0,1.0,10.0,1.0,10.0,2.0,3.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,5.0,3.0,5.0,4.0,7.0,Female,highly_educated,7.0
17345,19.0,4.0,1.0,1.0,1.0,2.0,66.0,6.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,9.0,Female,lower_educated,7.0
17346,42.0,5.0,5.0,2.0,7.0,2.0,66.0,6.0,5.0,5.0,3.0,1.0,1.0,5.0,4.0,5.0,9.0,7.0,4.0,3.0,3.0,9.0,Female,lower_educated,4.0
17347,61.0,10.0,1.0,1.0,5.0,2.0,66.0,6.0,5.0,4.0,8.0,10.0,3.0,5.0,7.0,7.0,8.0,7.0,5.0,3.0,6.0,9.0,Female,mid_educated,5.0
17348,50.0,17.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,6.0,9.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,5.0,6.0,Male,highly_educated,8.0
17349,55.0,10.0,1.0,1.0,5.0,2.0,66.0,6.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,4.0,5.0,Female,mid_educated,5.0
17350,48.0,3.0,1.0,1.0,17.0,1.0,17.0,2.0,5.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,Male,lower_educated,6.0
17351,38.0,3.0,1.0,2.0,8.4,2.0,66.0,6.0,5.0,5.0,6.0,7.0,3.0,4.0,3.0,4.0,8.0,3.0,3.0,5.0,6.0,3.0,Male,lower_educated,4.0
17352,66.0,9.0,8.0,1.0,7.0,1.0,7.0,2.0,5.0,5.0,7.0,8.0,6.0,8.0,5.0,5.0,8.0,7.0,4.0,7.0,8.0,8.0,Female,mid_educated,6.0
17353,39.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,8.0,9.0,9.0,6.0,6.0,8.0,10.0,9.0,5.0,5.0,10.0,6.0,7.0,Female,highly_educated,7.0
17354,62.0,3.0,5.0,1.0,17.0,1.0,17.0,2.0,5.0,6.0,7.0,8.0,6.0,7.0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,7.0,Female,lower_educated,6.0
17355,64.0,4.0,1.0,1.0,7.0,1.0,7.0,2.0,8.0,3.0,7.0,5.0,4.0,3.0,4.0,6.0,8.0,5.0,6.0,6.0,7.0,7.0,Female,lower_educated,4.0
17356,40.0,16.0,1.0,1.0,15.0,1.0,15.0,3.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,5.0,6.0,8.0,7.0,7.0,Male,highly_educated,7.0
17357,42.0,4.0,4.0,1.0,5.0,1.0,5.0,3.0,5.0,7.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,7.0,6.0,7.0,8.0,7.0,Male,lower_educated,5.0
17358,69.0,3.0,6.0,1.0,1.0,2.0,66.0,6.0,7.0,5.0,7.0,8.0,3.0,3.0,0.0,5.0,9.0,7.0,2.0,6.0,7.0,8.0,Female,lower_educated,3.0
17359,59.0,10.0,5.0,1.0,4.0,1.0,4.0,2.0,5.0,4.0,7.0,7.0,3.0,4.0,6.0,7.0,7.0,3.0,3.0,4.0,6.0,8.0,Female,mid_educated,4.0
17360,18.0,6.0,2.0,3.0,17.0,1.0,17.0,2.0,5.0,7.0,8.0,9.0,7.0,6.0,8.0,9.0,9.0,6.0,7.0,8.0,7.0,8.0,Female,mid_educated,7.0
17361,86.0,2.0,6.0,1.0,11.0,2.0,66.0,6.0,6.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,10.0,7.0,4.0,3.0,6.0,10.0,Male,lower_educated,0.0
17362,64.0,14.0,6.0,1.0,31.0,1.0,31.0,2.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,Female,highly_educated,8.0
17363,23.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,7.0,6.0,9.0,5.0,3.0,8.0,7.0,0.0,5.0,8.0,8.0,9.0,9.0,Male,mid_educated,6.0
17364,52.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,8.0,9.0,9.0,7.0,7.0,6.0,8.0,8.0,5.0,7.0,8.0,7.0,5.0,Male,highly_educated,7.0
17365,42.0,5.0,8.0,2.0,3.0,1.0,3.0,2.0,5.0,3.0,7.0,8.0,5.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,Female,lower_educated,6.0
17366,53.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,8.0,6.0,6.0,4.0,6.0,5.0,7.0,7.0,6.0,6.0,8.0,8.0,Male,highly_educated,6.0
17367,62.0,3.0,1.0,1.0,17.0,1.0,17.0,2.0,6.0,5.0,5.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,5.0,5.0,7.0,7.0,Female,lower_educated,6.0
17368,56.0,1.0,5.0,2.0,13.6,2.0,66.0,6.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,7.0,Male,lower_educated,3.0
17369,53.0,10.0,1.0,1.0,5.0,1.0,5.0,2.0,6.0,5.0,8.0,8.0,5.0,4.0,2.0,5.0,7.0,6.0,4.0,6.0,6.0,6.0,Male,mid_educated,4.0
17370,30.0,17.0,3.0,1.0,3.0,2.0,66.0,6.0,4.2,6.0,7.0,8.0,4.0,5.0,6.0,7.0,6.0,4.0,6.0,4.0,7.0,6.0,Male,highly_educated,5.0
17371,77.0,16.0,6.0,1.0,17.0,1.0,17.0,2.0,7.0,5.0,8.0,6.0,6.0,5.0,4.0,2.0,9.0,6.0,4.0,3.0,6.0,8.0,Male,highly_educated,5.0
17372,55.0,14.0,1.0,1.0,4.0,2.0,66.0,6.0,6.0,6.0,8.0,9.0,5.0,5.0,4.0,7.0,9.0,6.0,4.0,6.0,6.0,7.0,Male,highly_educated,5.0
17373,16.0,4.0,1.0,3.0,17.0,1.0,17.0,2.0,7.0,6.0,6.0,8.0,4.0,4.0,6.0,6.0,7.0,4.0,4.0,6.0,3.0,7.0,Male,lower_educated,5.0
17374,17.0,6.0,2.0,3.0,7.0,1.0,7.0,3.0,5.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,Male,mid_educated,8.0
17375,25.0,10.0,1.0,1.0,6.0,2.0,66.0,6.0,3.8,6.0,7.0,8.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,9.0,Female,mid_educated,6.0
17376,76.0,14.0,6.0,1.0,7.0,1.0,7.0,3.0,4.0,5.0,5.0,7.0,6.0,5.0,6.0,7.0,9.0,5.0,4.0,3.0,6.0,5.0,Male,highly_educated,6.0
17377,85.0,3.0,6.0,1.0,17.0,1.0,17.0,3.0,6.0,5.0,6.0,7.0,5.0,6.0,5.0,7.0,9.0,8.0,5.0,5.0,6.0,9.0,Male,lower_educated,5.0
17378,17.0,2.0,2.0,2.0,7.4,2.0,66.0,6.0,4.8,7.0,7.0,9.0,4.0,4.0,7.0,8.0,7.0,6.0,8.0,6.0,4.0,8.0,Female,lower_educated,6.0
17379,19.0,6.0,2.0,3.0,17.0,1.0,17.0,1.0,8.0,4.0,6.0,6.0,4.0,3.0,4.0,5.0,8.0,2.0,3.0,7.0,8.0,5.0,Male,mid_educated,4.0
17380,50.0,15.0,3.0,3.0,6.0,1.0,6.0,2.0,2.0,7.0,9.0,10.0,7.0,7.0,5.0,5.0,9.0,8.0,6.0,9.0,8.0,9.0,Male,highly_educated,6.0
17381,78.0,17.0,6.0,1.0,5.0,1.0,5.0,2.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,Female,highly_educated,7.0
17382,37.0,12.8,1.0,3.0,7.6,2.0,66.0,6.0,4.6,7.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,9.0,6.0,6.0,6.0,7.0,Male,,6.0
17383,70.0,10.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,7.0,8.0,8.0,6.0,6.0,4.0,4.0,7.0,7.0,5.0,8.0,6.0,9.0,Male,mid_educated,6.0
17384,39.0,10.0,5.0,1.0,10.0,2.0,66.0,6.0,1.0,7.0,7.0,8.0,6.0,5.0,7.0,7.0,4.0,7.0,6.0,6.0,7.0,6.0,Female,mid_educated,6.0
17385,62.0,6.0,5.0,1.0,17.0,1.0,17.0,2.0,8.0,1.0,7.0,7.0,3.0,3.0,1.0,1.0,7.0,4.0,1.0,1.0,4.0,6.0,Female,mid_educated,2.0
17386,75.0,6.0,6.0,1.0,6.0,2.0,66.0,6.0,4.0,4.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,2.0,7.0,6.0,7.0,Male,mid_educated,6.0
17387,22.0,12.0,2.0,1.0,7.0,1.0,7.0,2.0,7.0,5.0,8.0,7.0,5.0,4.0,6.0,7.0,8.0,7.0,5.0,7.0,6.0,7.0,Female,highly_educated,5.0
17388,66.0,4.0,6.0,2.0,8.0,2.0,66.0,6.0,5.0,5.0,7.0,8.0,5.0,4.0,6.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,Female,lower_educated,5.0
17389,69.0,4.0,6.0,2.0,7.0,2.0,66.0,6.0,7.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,8.0,6.0,2.0,4.0,5.0,6.0,Female,lower_educated,0.0
17390,43.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,7.0,9.0,10.0,5.0,6.0,6.0,8.0,7.0,4.0,5.0,8.0,6.0,7.0,Male,highly_educated,6.0
17391,72.0,10.0,6.0,1.0,5.6,2.0,66.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,8.0,8.0,Male,mid_educated,6.0
17392,27.0,17.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,7.0,9.0,8.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,7.0,8.0,Male,highly_educated,7.0
17393,79.0,14.0,6.0,1.0,31.0,1.0,31.0,1.0,2.0,7.0,8.0,6.0,7.0,7.0,7.0,5.0,7.0,6.0,3.0,7.0,5.0,7.0,Male,highly_educated,7.0
17394,32.0,4.0,1.0,1.0,9.0,2.0,66.0,6.0,7.0,3.0,3.0,7.0,3.0,3.0,2.0,3.0,8.0,3.0,3.0,3.0,7.0,5.0,Male,lower_educated,3.0
17395,48.0,3.0,5.0,2.0,9.8,2.0,66.0,6.0,5.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,1.0,6.0,6.0,Female,lower_educated,0.0
17396,33.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,9.0,6.0,4.0,6.0,6.0,8.0,Female,highly_educated,6.0
17397,30.0,10.0,4.0,1.0,1.0,2.0,66.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,8.0,4.0,Female,mid_educated,5.0
17398,51.0,10.0,1.0,1.0,3.0,2.0,66.0,6.0,8.0,8.0,8.0,9.0,7.0,5.0,5.0,7.0,8.0,6.0,4.0,8.0,7.0,7.0,Male,mid_educated,6.0
17399,75.0,13.0,6.0,1.0,3.0,2.0,66.0,6.0,4.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0,5.0,4.0,1.0,3.0,2.0,5.0,Male,highly_educated,3.0
17400,51.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,4.0,4.0,4.0,6.0,5.0,4.0,Male,highly_educated,6.0
17401,35.0,16.0,1.0,2.0,2.8,2.0,66.0,6.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,4.0,4.0,4.0,4.0,Male,highly_educated,7.0
17402,38.0,10.0,1.0,1.0,8.0,2.0,66.0,6.0,3.0,8.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,9.0,7.0,9.0,4.0,4.0,Male,mid_educated,7.0
17403,68.0,16.0,6.0,1.0,1.0,2.0,66.0,6.0,6.0,3.0,8.0,7.0,4.0,4.0,5.0,6.0,9.0,5.0,6.0,8.0,4.0,7.0,Female,highly_educated,4.0
17404,83.0,10.0,6.0,1.0,7.0,1.0,7.0,3.0,5.0,2.0,4.0,7.0,0.0,0.0,0.0,6.0,10.0,6.0,3.0,5.0,8.0,10.0,Male,mid_educated,0.0
17405,53.0,10.0,1.0,1.0,10.0,1.0,10.0,2.0,6.0,2.0,6.0,8.0,1.0,2.0,2.0,3.0,8.0,6.0,1.0,4.0,7.0,4.0,Female,mid_educated,2.0
17406,19.0,6.0,1.0,3.0,6.0,1.0,6.0,2.0,3.0,6.0,2.0,7.0,7.0,4.0,7.0,6.0,6.0,4.0,6.0,7.0,4.0,6.0,Male,mid_educated,6.0
17407,82.0,3.0,6.0,1.0,7.0,1.0,7.0,1.0,10.0,6.0,8.0,9.0,6.0,6.0,6.0,6.0,9.0,8.0,7.0,7.0,8.0,9.0,Female,lower_educated,6.0
17408,83.0,2.0,6.0,2.0,5.0,1.0,5.0,2.0,6.0,5.0,6.0,7.0,5.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,4.0,Male,lower_educated,5.0
17409,70.0,13.0,6.0,1.0,6.0,2.0,66.0,6.0,4.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,7.0,4.0,6.0,Female,highly_educated,6.0
17410,59.0,10.0,1.0,1.0,17.0,2.0,66.0,6.0,7.0,1.0,7.0,5.0,5.0,5.0,3.0,7.0,8.0,6.0,5.0,6.0,4.0,5.0,Male,mid_educated,4.0
17411,38.0,17.0,1.0,1.0,8.0,2.0,66.0,6.0,3.0,7.0,8.0,7.0,7.0,7.0,6.0,5.0,8.0,7.0,7.0,7.0,8.0,8.0,Male,highly_educated,7.0
17412,57.0,6.0,1.0,1.4,5.8,2.0,66.0,6.0,5.2,3.0,0.0,8.0,3.0,0.0,4.0,5.0,10.0,4.0,4.0,3.0,6.0,5.0,Female,mid_educated,2.0
17413,59.0,9.0,1.0,1.0,6.0,1.0,6.0,2.0,6.0,9.0,9.0,9.0,7.0,8.0,7.0,4.0,8.0,7.0,7.0,10.0,8.0,6.0,Male,mid_educated,8.0
17414,37.0,10.0,1.0,2.0,2.0,2.0,66.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,5.0,5.0,8.0,5.0,5.0,6.0,8.0,6.0,Female,mid_educated,6.0
17415,33.0,14.0,1.0,1.0,7.4,2.0,66.0,6.0,3.0,6.0,7.0,8.0,5.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,3.0,7.0,Female,highly_educated,6.0
17416,45.0,8.0,1.0,2.0,9.4,2.0,66.0,6.0,6.0,0.0,2.0,8.0,2.0,2.0,1.0,1.0,9.0,4.0,3.0,3.0,7.0,8.0,Male,mid_educated,1.0
17417,40.0,3.0,1.0,2.0,10.0,1.0,10.0,3.0,5.0,8.0,5.0,9.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,7.0,8.0,Female,lower_educated,6.0
17418,28.0,17.0,1.0,1.0,6.0,1.0,6.0,2.0,5.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,7.0,7.0,Male,highly_educated,8.0
17419,19.0,6.0,1.0,2.0,9.6,2.0,66.0,6.0,5.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,Male,mid_educated,7.0
17420,60.0,10.0,1.0,2.0,11.4,2.0,66.0,6.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,7.0,4.0,Male,mid_educated,0.0
17421,63.0,9.0,1.0,2.0,4.2,2.0,66.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,4.0,6.0,8.0,6.0,7.0,8.0,6.0,8.0,Female,mid_educated,4.0
17422,71.0,17.0,6.0,1.0,1.0,1.0,1.0,4.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,8.0,7.0,8.0,Female,highly_educated,7.0
17423,69.0,16.0,6.0,1.0,9.0,2.0,66.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0,8.0,6.0,4.0,5.0,6.0,5.0,Male,highly_educated,5.0
17424,20.0,4.0,2.0,1.0,8.0,2.0,66.0,6.0,3.0,7.0,9.0,10.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,6.0,8.0,Male,lower_educated,7.0
17425,71.0,4.0,6.0,1.0,8.0,1.0,8.0,2.0,4.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,5.0,6.0,7.0,7.0,Female,lower_educated,7.0
17426,66.0,16.0,9.0,1.0,7.0,1.0,7.0,2.0,4.0,7.0,9.0,9.0,7.0,7.0,7.0,5.0,9.0,8.0,6.0,8.0,7.0,7.0,Male,highly_educated,7.0
17427,66.0,16.0,1.0,1.0,8.0,2.0,66.0,6.0,3.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,2.0,6.0,6.0,Male,highly_educated,7.0
17428,79.0,16.0,6.0,1.0,1.0,1.0,1.0,2.0,8.0,7.0,6.0,8.0,5.0,5.0,4.0,6.0,10.0,9.0,7.0,9.0,8.0,9.0,Male,highly_educated,5.0
17429,67.0,3.0,8.0,1.0,17.0,1.0,17.0,2.0,7.0,4.0,5.0,7.0,6.0,6.0,4.0,6.0,8.0,5.0,4.0,5.0,5.0,5.0,Female,lower_educated,5.0
17430,43.0,5.0,1.0,1.0,17.0,2.0,66.0,6.0,5.0,4.0,6.0,7.0,5.0,4.0,4.0,6.0,8.0,4.0,4.0,5.0,4.0,6.0,Female,lower_educated,4.0
17431,28.0,10.0,4.0,1.0,13.0,2.0,66.0,6.0,7.0,4.0,7.0,7.0,5.0,5.0,3.0,2.0,4.0,6.0,4.0,4.0,4.0,7.0,Male,mid_educated,4.0
17432,27.0,14.0,1.0,1.0,6.0,1.0,6.0,3.0,3.0,7.0,8.0,9.0,4.0,6.0,9.0,10.0,10.0,8.0,4.0,9.0,4.0,4.0,Male,highly_educated,6.0
17433,21.0,7.0,2.0,1.0,10.0,1.0,10.0,2.0,2.0,8.0,9.0,9.0,7.0,7.0,9.0,9.0,9.0,6.0,7.0,7.0,7.0,8.0,Male,mid_educated,8.0
17434,34.0,14.0,1.0,1.0,17.0,1.0,17.0,1.0,7.0,7.0,9.0,9.0,6.0,7.0,4.0,8.0,8.0,8.0,3.0,7.0,8.0,9.0,Male,highly_educated,6.0
17435,39.0,17.0,8.0,1.0,6.0,1.0,6.0,2.0,3.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,7.0,5.0,8.0,7.0,7.0,Female,highly_educated,6.0
17436,69.0,9.0,6.0,1.0,8.0,1.0,8.0,1.0,3.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,7.0,Female,mid_educated,6.0
17437,65.0,9.0,1.0,1.0,5.0,2.0,66.0,6.0,5.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,9.0,6.0,5.0,6.0,9.0,8.0,Female,mid_educated,6.0
17438,60.0,16.0,1.0,1.0,6.2,2.0,66.0,6.0,4.0,6.0,8.0,9.0,6.0,6.0,6.0,6.0,7.0,5.0,4.0,5.0,5.0,5.0,Male,highly_educated,6.0
17439,32.0,14.0,8.0,1.0,9.0,1.0,9.0,1.0,5.0,4.0,6.0,7.0,6.0,6.0,5.0,6.0,9.0,5.0,5.0,4.0,6.0,8.0,Female,highly_educated,5.0
17440,24.0,15.0,1.0,3.0,8.2,2.0,66.0,6.0,7.0,5.0,8.0,8.0,5.0,5.0,7.0,6.0,8.0,6.0,5.0,9.0,8.0,6.0,Male,highly_educated,6.0
17441,36.0,10.0,1.0,1.0,10.0,1.0,10.0,2.0,5.0,8.0,10.0,9.0,5.0,3.0,6.0,8.0,9.0,9.0,7.0,0.0,8.0,10.0,Male,mid_educated,6.0
17442,56.0,10.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,7.0,6.0,3.0,5.0,5.0,7.0,5.0,5.0,4.0,7.0,4.0,6.0,Male,mid_educated,4.0
