,gender,age,education,activity_work,educational_level,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun
16770,Male,68.0,5.0,6.0,lower_educated,2.0,,1,2.0,4,3.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
16771,Female,60.0,10.0,1.0,mid_educated,1.0,14.0,1,6.0,4,4.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0
16772,Female,50.0,16.0,1.0,highly_educated,1.0,1.0,2,66.0,6,3.0,6.0,7.0,8.0,5.0,6.0,6.0,7.0
16773,Male,26.0,10.0,1.0,mid_educated,1.0,5.0,2,66.0,6,6.0,6.0,8.0,9.0,6.0,6.0,5.0,
16774,Male,57.0,3.0,5.0,lower_educated,2.0,,1,3.0,2,5.0,4.0,7.0,7.0,3.0,3.0,3.0,4.0
16775,Male,76.0,3.0,6.0,lower_educated,1.0,17.0,2,66.0,6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16776,Male,16.0,2.0,2.0,lower_educated,3.0,,2,66.0,6,8.0,8.0,8.0,5.0,4.0,7.0,6.0,2.0
16777,Female,63.0,4.0,9.0,lower_educated,1.0,,2,66.0,6,8.0,5.0,8.0,8.0,5.0,5.0,5.0,6.0
16778,Male,51.0,13.0,1.0,highly_educated,1.0,4.0,1,4.0,3,0.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0
16779,Male,67.0,9.0,1.0,mid_educated,1.0,4.0,2,66.0,6,5.0,8.0,9.0,9.0,8.0,7.0,7.0,7.0
16780,Female,66.0,10.0,5.0,mid_educated,1.0,1.0,2,66.0,6,6.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0
16781,Female,50.0,14.0,1.0,highly_educated,1.0,10.0,1,10.0,2,8.0,7.0,8.0,8.0,7.0,6.0,7.0,9.0
16782,Female,76.0,4.0,6.0,lower_educated,1.0,5.0,2,66.0,6,7.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0
16783,Male,80.0,3.0,8.0,lower_educated,1.0,3.0,1,17.0,2,6.0,5.0,4.0,7.0,5.0,6.0,3.0,5.0
16784,Male,47.0,10.0,5.0,mid_educated,1.0,9.0,1,9.0,1,8.0,5.0,6.0,8.0,4.0,4.0,3.0,3.0
16785,Male,54.0,11.0,1.0,mid_educated,1.0,17.0,1,17.0,3,5.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0
16786,Female,59.0,14.0,1.0,highly_educated,1.0,6.0,1,8.0,2,3.0,8.0,8.0,7.0,6.0,6.0,7.0,8.0
16787,Male,42.0,10.0,1.0,mid_educated,2.0,,1,18.0,4,8.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0
16788,Female,86.0,2.0,6.0,lower_educated,1.0,3.0,1,3.0,3,7.0,3.0,6.0,7.0,4.0,6.0,7.0,3.0
16789,Female,65.0,13.0,6.0,highly_educated,1.0,6.0,2,66.0,6,5.0,4.0,8.0,8.0,7.0,6.0,6.0,5.0
16790,Female,28.0,3.0,5.0,lower_educated,2.0,,2,66.0,6,4.0,8.0,8.0,8.0,7.0,7.0,,
16791,Female,41.0,14.0,1.0,highly_educated,1.0,7.0,1,7.0,2,5.0,6.0,7.0,8.0,5.0,6.0,6.0,6.0
16792,Female,65.0,13.0,6.0,highly_educated,1.0,6.0,2,66.0,6,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
16793,Female,77.0,4.0,6.0,lower_educated,1.0,17.0,1,17.0,2,5.0,5.0,7.0,9.0,4.0,4.0,4.0,5.0
16794,Male,49.0,17.0,1.0,highly_educated,1.0,6.0,2,66.0,6,6.0,8.0,9.0,9.0,7.0,7.0,7.0,7.0
16795,Female,38.0,17.0,8.0,highly_educated,1.0,10.0,2,66.0,6,3.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
16796,Male,25.0,17.0,1.0,highly_educated,3.0,,2,66.0,6,3.0,8.0,8.0,5.0,7.0,7.0,7.0,6.0
16797,Female,33.0,9.0,1.0,mid_educated,2.0,,2,66.0,6,5.0,0.0,5.0,3.0,3.0,5.0,5.0,5.0
16798,Female,61.0,17.0,8.0,highly_educated,1.0,5.0,1,5.0,2,5.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0
16799,Female,32.0,10.0,1.0,mid_educated,2.0,,2,66.0,6,6.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
16800,Female,22.0,6.0,2.0,mid_educated,1.0,14.0,2,66.0,6,2.0,3.0,6.0,5.0,3.0,3.0,6.0,6.0
16801,Male,60.0,14.0,1.0,highly_educated,1.0,6.0,1,6.0,2,7.0,7.0,9.0,9.0,6.0,7.0,6.0,6.0
16802,Male,38.0,4.0,1.0,lower_educated,1.0,1.0,2,66.0,6,6.0,5.0,4.0,4.0,2.0,2.0,2.0,
16803,Male,39.0,16.0,1.0,highly_educated,1.0,1.0,1,17.0,2,6.0,5.0,3.0,6.0,1.0,3.0,0.0,5.0
16804,Male,73.0,17.0,6.0,highly_educated,1.0,,1,9.0,2,,0.0,5.0,7.0,6.0,7.0,0.0,0.0
16805,Female,54.0,4.0,1.0,lower_educated,2.0,,1,8.0,2,3.0,7.0,7.0,8.0,6.0,6.0,,
16806,Male,61.0,5.0,9.0,lower_educated,1.0,1.0,2,66.0,6,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0
16807,Male,40.0,14.0,1.0,highly_educated,1.0,7.0,2,66.0,6,6.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0
16808,Female,68.0,10.0,6.0,mid_educated,2.0,,2,66.0,6,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0
16809,Female,54.0,16.0,1.0,highly_educated,1.0,1.0,1,1.0,2,7.0,8.0,9.0,9.0,7.0,7.0,5.0,6.0
16810,Female,51.0,17.0,1.0,highly_educated,2.0,,1,17.0,2,5.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0
16811,Male,65.0,16.0,1.0,highly_educated,1.0,17.0,2,66.0,6,5.0,5.0,7.0,8.0,6.0,6.0,7.0,8.0
16812,Female,32.0,17.0,1.0,highly_educated,1.0,8.0,1,8.0,2,3.0,8.0,8.0,8.0,6.0,7.0,8.0,9.0
16813,Female,18.0,6.0,2.0,mid_educated,3.0,,2,66.0,6,,6.0,,7.0,,5.0,6.0,
16814,Female,47.0,11.0,1.0,mid_educated,1.0,10.0,1,17.0,2,3.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0
16815,Female,56.0,3.0,9.0,lower_educated,2.0,,2,66.0,6,5.0,6.0,7.0,8.0,5.0,5.0,4.0,4.0
16816,Male,48.0,16.0,1.0,highly_educated,1.0,1.0,2,66.0,6,6.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0
16817,Female,16.0,2.0,1.0,lower_educated,3.0,,2,66.0,6,1.0,4.0,6.0,6.0,4.0,4.0,5.0,3.0
16818,Female,75.0,9.0,6.0,mid_educated,1.0,2.0,2,66.0,6,3.0,6.0,7.0,8.0,6.0,6.0,6.0,
16819,Male,31.0,9.0,1.0,mid_educated,1.0,3.0,1,3.0,1,10.0,4.0,9.0,3.0,6.0,5.0,2.0,
16820,Male,25.0,6.0,1.0,mid_educated,2.0,,2,66.0,6,5.0,5.0,4.0,7.0,6.0,6.0,7.0,7.0
16821,Female,24.0,10.0,1.0,mid_educated,1.0,13.0,1,18.0,2,8.0,4.0,1.0,6.0,2.0,4.0,,
16822,Male,77.0,15.0,6.0,highly_educated,1.0,6.0,1,6.0,2,4.0,7.0,8.0,7.0,6.0,5.0,7.0,6.0
16823,Male,42.0,14.0,1.0,highly_educated,1.0,1.0,1,17.0,1,6.0,2.0,5.0,7.0,2.0,2.0,3.0,7.0
16824,Male,60.0,2.0,1.0,lower_educated,1.0,18.0,2,66.0,6,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
16825,Male,33.0,17.0,1.0,highly_educated,1.0,6.0,2,66.0,6,6.0,8.0,8.0,7.0,7.0,6.0,6.0,8.0
16826,Female,58.0,16.0,1.0,highly_educated,1.0,1.0,1,15.0,3,4.0,6.0,6.0,8.0,7.0,6.0,6.0,8.0
16827,Male,77.0,17.0,6.0,highly_educated,1.0,5.0,2,66.0,6,5.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0
16828,Male,43.0,10.0,1.0,mid_educated,1.0,9.0,1,9.0,2,7.0,6.0,8.0,6.0,5.0,5.0,4.0,6.0
16829,Male,45.0,9.0,1.0,mid_educated,2.0,,1,10.0,2,7.0,2.0,8.0,9.0,3.0,4.0,3.0,4.0
16830,Female,70.0,4.0,8.0,lower_educated,1.0,4.0,1,17.0,2,5.0,1.0,8.0,8.0,7.0,1.0,0.0,8.0
16831,Female,54.0,10.0,1.0,mid_educated,1.0,1.0,2,66.0,6,7.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0
16832,Male,62.0,17.0,1.0,highly_educated,1.0,1.0,1,6.0,2,7.0,7.0,9.0,9.0,6.0,6.0,7.0,7.0
16833,Female,70.0,7.0,5.0,mid_educated,1.0,11.0,1,17.0,2,4.0,4.0,5.0,7.0,4.0,6.0,5.0,6.0
16834,Male,84.0,2.0,5.0,lower_educated,1.0,3.0,1,3.0,2,5.0,5.0,6.0,8.0,3.0,0.0,0.0,7.0
16835,Female,55.0,14.0,1.0,highly_educated,1.0,1.0,1,1.0,3,7.0,7.0,6.0,6.0,6.0,5.0,4.0,5.0
16836,Female,42.0,18.0,1.0,highly_educated,1.0,6.0,1,6.0,3,5.0,7.0,8.0,9.0,6.0,6.0,6.0,7.0
16837,Female,56.0,4.0,1.0,lower_educated,1.0,1.0,1,1.0,2,8.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0
16838,Female,35.0,10.0,8.0,mid_educated,1.0,10.0,1,10.0,2,4.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0
16839,Male,19.0,4.0,2.0,lower_educated,1.0,17.0,2,66.0,6,,7.0,7.0,6.0,6.0,6.0,6.0,6.0
16840,Male,75.0,17.0,6.0,highly_educated,2.0,,1,31.0,2,3.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0
16841,Female,67.0,16.0,6.0,highly_educated,1.0,6.0,1,6.0,3,6.0,6.0,8.0,8.0,6.0,6.0,5.0,7.0
16842,Male,21.0,4.0,1.0,lower_educated,,,2,66.0,6,,,5.0,7.0,4.0,4.0,5.0,5.0
16843,Female,49.0,10.0,1.0,mid_educated,1.0,17.0,1,17.0,2,4.0,6.0,8.0,7.0,5.0,6.0,5.0,7.0
16844,Male,75.0,15.0,6.0,highly_educated,1.0,15.0,1,15.0,2,7.0,6.0,8.0,8.0,6.0,6.0,5.0,4.0
16845,Female,31.0,4.0,1.0,lower_educated,2.0,,2,66.0,6,,,,8.0,1.0,1.0,4.0,4.0
16846,Female,42.0,16.0,1.0,highly_educated,1.0,6.0,2,66.0,6,5.0,4.0,4.0,5.0,5.0,3.0,7.0,6.0
16847,Male,40.0,14.0,1.0,highly_educated,1.0,15.0,1,88.0,6,4.0,8.0,10.0,9.0,7.0,7.0,7.0,9.0
16848,Male,74.0,17.0,6.0,highly_educated,1.0,1.0,1,1.0,1,7.0,7.0,9.0,8.0,7.0,7.0,6.0,7.0
16849,Male,61.0,16.0,1.0,highly_educated,1.0,,1,77.0,6,,7.0,8.0,8.0,6.0,6.0,6.0,6.0
16850,Female,65.0,10.0,6.0,mid_educated,1.0,10.0,1,10.0,2,3.0,6.0,6.0,7.0,7.0,7.0,2.0,4.0
16851,Male,32.0,2.0,1.0,lower_educated,2.0,,2,66.0,6,3.0,3.0,3.0,7.0,3.0,3.0,3.0,4.0
16852,Female,57.0,10.0,1.0,mid_educated,1.0,,2,66.0,6,5.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0
16853,Female,32.0,10.0,1.0,mid_educated,1.0,10.0,1,10.0,2,5.0,7.0,5.0,8.0,3.0,5.0,5.0,5.0
16854,Female,81.0,4.0,6.0,lower_educated,1.0,1.0,1,1.0,2,7.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0
16855,Female,43.0,3.0,8.0,lower_educated,1.0,9.0,1,9.0,2,7.0,3.0,7.0,7.0,3.0,5.0,5.0,
16856,Male,46.0,6.0,1.0,mid_educated,1.0,1.0,1,1.0,2,8.0,10.0,10.0,10.0,8.0,8.0,7.0,8.0
16857,Male,61.0,16.0,1.0,highly_educated,1.0,1.0,2,66.0,6,7.0,6.0,7.0,7.0,5.0,5.0,3.0,7.0
16858,Female,65.0,10.0,8.0,mid_educated,1.0,6.0,2,66.0,6,5.0,6.0,8.0,8.0,4.0,4.0,6.0,
16859,Female,60.0,10.0,1.0,mid_educated,1.0,15.0,1,15.0,2,3.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0
16860,Female,17.0,2.0,2.0,lower_educated,3.0,,2,66.0,6,4.0,8.0,9.0,9.0,6.0,7.0,8.0,6.0
16861,Male,24.0,10.0,1.0,mid_educated,1.0,10.0,1,10.0,2,6.0,4.0,7.0,10.0,3.0,4.0,6.0,7.0
16862,Male,17.0,2.0,2.0,lower_educated,3.0,,8,66.0,6,5.0,6.0,7.0,9.0,6.0,6.0,8.0,6.0
16863,Male,57.0,14.0,1.0,highly_educated,1.0,5.0,1,16.0,2,8.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0
16864,Male,55.0,8.0,1.0,mid_educated,1.0,,2,66.0,6,5.0,2.0,3.0,5.0,2.0,2.0,0.0,1.0
16865,Female,71.0,6.0,6.0,mid_educated,1.0,,1,77.0,6,7.0,7.0,8.0,10.0,7.0,7.0,7.0,7.0
16866,Female,22.0,9.0,1.0,mid_educated,1.0,,2,66.0,6,,,,7.0,6.0,5.0,5.0,5.0
16867,Female,68.0,17.0,6.0,highly_educated,1.0,1.0,2,66.0,6,7.0,5.0,9.0,8.0,5.0,10.0,5.0,8.0
16868,Female,69.0,2.0,6.0,lower_educated,2.0,,2,66.0,6,,5.0,,7.0,,,,
16869,Female,64.0,4.0,8.0,lower_educated,1.0,4.0,1,4.0,2,6.0,5.0,7.0,7.0,5.0,6.0,,
16870,Female,57.0,6.0,8.0,mid_educated,2.0,,2,66.0,6,3.0,5.0,8.0,8.0,3.0,3.0,5.0,5.0
16871,Male,48.0,16.0,1.0,highly_educated,1.0,1.0,1,1.0,1,8.0,8.0,9.0,7.0,8.0,8.0,7.0,9.0
16872,Male,23.0,6.0,1.0,mid_educated,1.0,1.0,2,66.0,6,4.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0
16873,Female,39.0,14.0,1.0,highly_educated,1.0,2.0,2,66.0,6,3.0,6.0,7.0,8.0,4.0,5.0,7.0,6.0
16874,Female,69.0,3.0,6.0,lower_educated,1.0,6.0,1,17.0,2,1.0,3.0,3.0,6.0,3.0,3.0,2.0,2.0
16875,Female,43.0,14.0,1.0,highly_educated,1.0,10.0,1,10.0,2,2.0,7.0,6.0,8.0,5.0,6.0,7.0,7.0
16876,Male,84.0,8.0,6.0,mid_educated,1.0,2.0,1,2.0,1,5.0,6.0,7.0,8.0,5.0,6.0,6.0,8.0
16877,Male,74.0,3.0,6.0,lower_educated,2.0,,1,17.0,2,5.0,0.0,0.0,5.0,2.0,2.0,0.0,7.0
16878,Male,66.0,16.0,1.0,highly_educated,1.0,6.0,1,6.0,2,4.0,8.0,9.0,8.0,8.0,7.0,8.0,6.0
16879,Female,27.0,9.0,1.0,mid_educated,1.0,1.0,2,66.0,6,5.0,6.0,6.0,8.0,6.0,7.0,5.0,5.0
16880,Female,63.0,3.0,1.0,lower_educated,3.0,,1,8.0,4,,3.0,6.0,7.0,3.0,3.0,,
16881,Male,58.0,11.0,1.0,mid_educated,1.0,,1,77.0,6,7.0,7.0,9.0,9.0,6.0,6.0,7.0,7.0
16882,Male,59.0,17.0,1.0,highly_educated,1.0,6.0,1,6.0,2,5.0,7.0,8.0,7.0,6.0,7.0,6.0,5.0
16883,Male,56.0,14.0,1.0,highly_educated,1.0,,2,66.0,6,4.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0
16884,Female,77.0,4.0,6.0,lower_educated,1.0,5.0,2,66.0,6,6.0,3.0,5.0,5.0,3.0,0.0,5.0,4.0
16885,Female,34.0,16.0,1.0,highly_educated,1.0,4.0,1,17.0,2,3.0,0.0,5.0,7.0,4.0,5.0,0.0,7.0
16886,Male,62.0,16.0,6.0,highly_educated,1.0,1.0,1,1.0,3,8.0,8.0,8.0,9.0,9.0,6.0,7.0,0.0
16887,Male,52.0,14.0,1.0,highly_educated,1.0,6.0,2,66.0,6,5.0,5.0,8.0,8.0,5.0,6.0,,6.0
16888,Female,70.0,2.0,6.0,lower_educated,1.0,,2,66.0,6,6.0,6.0,5.0,8.0,3.0,3.0,3.0,6.0
16889,Male,20.0,6.0,1.0,mid_educated,1.0,1.0,1,16.0,2,7.0,6.0,4.0,7.0,5.0,6.0,6.0,7.0
16890,Male,65.0,10.0,1.0,mid_educated,1.0,7.0,1,7.0,2,6.0,3.0,7.0,6.0,2.0,5.0,0.0,7.0
16891,Female,64.0,16.0,1.0,highly_educated,1.0,13.0,1,17.0,2,6.0,8.0,8.0,7.0,4.0,4.0,7.0,6.0
16892,Female,25.0,10.0,1.0,mid_educated,1.0,16.0,2,66.0,6,8.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0
16893,Female,82.0,4.0,6.0,lower_educated,1.0,2.0,1,18.0,2,5.0,6.0,5.0,8.0,6.0,6.0,5.0,6.0
16894,Female,65.0,17.0,9.0,highly_educated,1.0,6.0,2,66.0,6,3.0,6.0,8.0,7.0,5.0,6.0,7.0,7.0
16895,Male,52.0,16.0,1.0,highly_educated,3.0,,2,66.0,6,4.0,4.0,7.0,7.0,3.0,3.0,4.0,4.0
16896,Male,82.0,10.0,6.0,mid_educated,1.0,16.0,2,66.0,6,7.0,0.0,5.0,5.0,3.0,6.0,4.0,7.0
16897,Male,23.0,15.0,2.0,highly_educated,1.0,6.0,1,6.0,2,3.0,7.0,5.0,8.0,6.0,5.0,7.0,5.0
16898,Male,37.0,10.0,1.0,mid_educated,2.0,,1,7.0,2,7.0,7.0,8.0,10.0,7.0,5.0,,
16899,Female,22.0,12.0,2.0,highly_educated,2.0,,1,15.0,2,2.0,8.0,9.0,8.0,5.0,6.0,8.0,7.0
16900,Female,72.0,14.0,6.0,highly_educated,2.0,,2,66.0,6,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
16901,Female,71.0,16.0,6.0,highly_educated,1.0,6.0,1,6.0,2,4.0,8.0,8.0,7.0,6.0,6.0,7.0,7.0
16902,Male,24.0,14.0,1.0,highly_educated,1.0,10.0,2,66.0,6,2.0,6.0,7.0,8.0,5.0,5.0,6.0,6.0
16903,Female,23.0,6.0,2.0,mid_educated,1.0,6.0,1,15.0,2,3.0,5.0,6.0,8.0,5.0,6.0,6.0,6.0
16904,Female,50.0,16.0,8.0,highly_educated,1.0,2.0,1,2.0,1,4.0,6.0,5.0,3.0,6.0,7.0,2.0,6.0
16905,Female,47.0,4.0,3.0,lower_educated,1.0,3.0,1,3.0,1,8.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
16906,Male,63.0,6.0,3.0,mid_educated,1.0,1.0,1,1.0,2,7.0,8.0,9.0,9.0,8.0,7.0,6.0,8.0
16907,Female,51.0,9.0,1.0,mid_educated,1.0,6.0,2,66.0,6,7.0,2.0,6.0,7.0,3.0,2.0,1.0,3.0
16908,Female,41.0,4.0,8.0,lower_educated,2.0,,2,66.0,6,5.0,5.0,8.0,9.0,0.0,0.0,9.0,8.0
16909,Female,60.0,9.0,1.0,mid_educated,1.0,8.0,1,8.0,2,2.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0
16910,Female,35.0,14.0,1.0,highly_educated,1.0,,1,4.0,2,4.0,6.0,8.0,8.0,6.0,6.0,7.0,
16911,Female,60.0,4.0,1.0,lower_educated,1.0,6.0,2,66.0,6,6.0,4.0,6.0,7.0,4.0,4.0,4.0,6.0
16912,Male,38.0,18.0,1.0,highly_educated,1.0,1.0,2,66.0,6,5.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0
16913,Male,66.0,3.0,6.0,lower_educated,1.0,2.0,2,66.0,6,0.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0
16914,Male,40.0,6.0,1.0,mid_educated,1.0,10.0,1,10.0,2,3.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0
16915,Female,45.0,9.0,8.0,mid_educated,2.0,,2,66.0,6,5.0,5.0,6.0,4.0,6.0,6.0,7.0,8.0
16916,Male,52.0,12.0,1.0,highly_educated,1.0,8.0,1,8.0,2,3.0,9.0,10.0,9.0,6.0,6.0,8.0,7.0
16917,Female,27.0,9.0,1.0,mid_educated,3.0,,2,66.0,6,2.0,8.0,9.0,,7.0,7.0,9.0,
16918,Female,21.0,9.0,8.0,mid_educated,1.0,,1,17.0,2,7.0,5.0,7.0,7.0,5.0,5.0,6.0,6.0
16919,Male,54.0,7.0,1.0,mid_educated,1.0,8.0,1,2.0,2,3.0,6.0,7.0,6.0,4.0,4.0,5.0,4.0
16920,Male,53.0,3.0,1.0,lower_educated,1.0,3.0,2,66.0,6,6.0,1.0,7.0,7.0,1.0,2.0,2.0,2.0
16921,Male,68.0,7.0,6.0,mid_educated,1.0,15.0,1,15.0,2,,8.0,9.0,6.0,6.0,6.0,7.0,5.0
16922,Male,76.0,3.0,6.0,lower_educated,1.0,2.0,2,66.0,6,5.0,7.0,10.0,10.0,10.0,10.0,8.0,8.0
16923,Male,53.0,16.0,1.0,highly_educated,1.0,1.0,2,66.0,6,7.0,8.0,8.0,10.0,6.0,3.0,1.0,1.0
16924,Male,43.0,16.0,1.0,highly_educated,1.0,1.0,2,66.0,6,8.0,7.0,,10.0,6.0,5.0,5.0,9.0
16925,Male,54.0,6.0,1.0,mid_educated,1.0,5.0,1,17.0,2,7.0,5.0,6.0,7.0,4.0,5.0,3.0,7.0
16926,Female,66.0,11.0,8.0,mid_educated,2.0,,2,66.0,6,5.0,2.0,2.0,5.0,2.0,2.0,2.0,6.0
16927,Female,60.0,10.0,1.0,mid_educated,1.0,1.0,2,66.0,6,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0
16928,Male,50.0,10.0,8.0,mid_educated,3.0,,2,66.0,6,5.0,6.0,6.0,8.0,3.0,4.0,4.0,4.0
16929,Female,68.0,10.0,6.0,mid_educated,1.0,3.0,1,3.0,3,5.0,3.0,5.0,5.0,6.0,5.0,0.0,0.0
16930,Male,76.0,14.0,8.0,highly_educated,1.0,2.0,1,2.0,2,2.0,7.0,8.0,9.0,7.0,7.0,7.0,8.0
16931,Female,37.0,17.0,8.0,highly_educated,1.0,6.0,2,66.0,6,4.0,6.0,8.0,8.0,5.0,5.0,5.0,6.0
16932,Male,69.0,3.0,6.0,lower_educated,1.0,1.0,1,3.0,2,7.0,6.0,8.0,9.0,6.0,6.0,4.0,3.0
16933,Female,27.0,14.0,1.0,highly_educated,1.0,,2,66.0,6,5.0,4.0,5.0,8.0,4.0,5.0,5.0,6.0
16934,Female,85.0,3.0,6.0,lower_educated,1.0,5.0,2,66.0,6,5.0,4.0,5.0,6.0,3.0,2.0,6.0,5.0
16935,Female,35.0,17.0,1.0,highly_educated,1.0,6.0,1,8.0,2,2.0,4.0,7.0,7.0,7.0,6.0,7.0,6.0
16936,Female,16.0,9.0,2.0,mid_educated,3.0,,2,66.0,6,4.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0
16937,Female,69.0,9.0,1.0,mid_educated,2.0,,2,66.0,6,8.0,7.0,7.0,5.0,,,,
16938,Male,38.0,14.0,1.0,highly_educated,1.0,1.0,2,66.0,6,7.0,6.0,8.0,8.0,6.0,6.0,,
16939,Male,53.0,10.0,1.0,mid_educated,1.0,5.0,2,66.0,6,6.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0
16940,Male,45.0,15.0,1.0,highly_educated,1.0,10.0,1,10.0,3,2.0,8.0,9.0,8.0,6.0,7.0,8.0,9.0
16941,Male,73.0,2.0,6.0,lower_educated,1.0,5.0,1,5.0,1,6.0,6.0,6.0,7.0,6.0,7.0,6.0,4.0
16942,Female,79.0,4.0,6.0,lower_educated,1.0,1.0,1,1.0,3,5.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0
16943,Female,57.0,14.0,8.0,highly_educated,1.0,5.0,1,5.0,2,4.0,6.0,7.0,8.0,6.0,6.0,5.0,7.0
16944,Male,64.0,3.0,5.0,lower_educated,1.0,17.0,1,17.0,1,7.0,3.0,0.0,5.0,4.0,4.0,0.0,6.0
16945,Male,43.0,4.0,1.0,lower_educated,1.0,1.0,2,66.0,6,6.0,8.0,10.0,9.0,7.0,7.0,7.0,8.0
16946,Male,20.0,7.0,2.0,mid_educated,1.0,6.0,2,66.0,6,6.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0
16947,Male,42.0,14.0,1.0,highly_educated,1.0,6.0,2,66.0,6,5.0,7.0,10.0,10.0,3.0,5.0,2.0,2.0
16948,Female,50.0,9.0,5.0,mid_educated,2.0,,1,17.0,2,5.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
16949,Male,26.0,7.0,2.0,mid_educated,1.0,,2,66.0,6,3.0,2.0,9.0,7.0,0.0,0.0,5.0,4.0
16950,Female,37.0,1.0,1.0,lower_educated,1.0,1.0,1,1.0,2,7.0,6.0,8.0,9.0,6.0,8.0,6.0,6.0
16951,Male,65.0,13.0,1.0,highly_educated,1.0,7.0,1,7.0,2,5.0,0.0,2.0,6.0,0.0,3.0,1.0,7.0
16952,Male,51.0,17.0,1.0,highly_educated,1.0,1.0,1,1.0,2,9.0,2.0,2.0,9.0,1.0,1.0,0.0,0.0
16953,Male,33.0,4.0,1.0,lower_educated,1.0,13.0,1,17.0,2,4.0,2.0,6.0,7.0,4.0,2.0,,6.0
16954,Male,24.0,14.0,2.0,highly_educated,2.0,,1,1.0,2,6.0,8.0,8.0,9.0,7.0,7.0,8.0,7.0
16955,Male,17.0,4.0,1.0,lower_educated,3.0,,1,8.0,2,3.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0
16956,Female,73.0,4.0,6.0,lower_educated,1.0,4.0,1,4.0,2,3.0,3.0,6.0,8.0,3.0,3.0,7.0,5.0
16957,Male,83.0,4.0,6.0,lower_educated,1.0,9.0,2,66.0,6,7.0,1.0,7.0,7.0,1.0,5.0,7.0,6.0
16958,Female,58.0,10.0,1.0,mid_educated,1.0,1.0,2,66.0,6,6.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0
16959,Female,19.0,7.0,2.0,mid_educated,3.0,,1,15.0,2,4.0,7.0,6.0,8.0,6.0,4.0,8.0,8.0
16960,Female,29.0,14.0,1.0,highly_educated,1.0,1.0,2,66.0,6,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0
16961,Female,19.0,7.0,2.0,mid_educated,3.0,,2,66.0,6,,7.0,9.0,7.0,5.0,5.0,6.0,
16962,Male,36.0,16.0,1.0,highly_educated,1.0,1.0,1,1.0,2,7.0,6.0,5.0,6.0,7.0,7.0,5.0,5.0
16963,Female,46.0,9.0,8.0,mid_educated,1.0,7.0,1,7.0,2,7.0,5.0,6.0,7.0,2.0,2.0,6.0,7.0
16964,Male,32.0,4.0,1.0,lower_educated,2.0,,2,66.0,6,8.0,3.0,5.0,5.0,3.0,2.0,0.0,3.0
16965,Female,52.0,11.0,1.0,mid_educated,1.0,1.0,2,66.0,6,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0
16966,Male,19.0,5.0,1.0,lower_educated,3.0,,2,66.0,6,3.0,5.0,7.0,5.0,6.0,6.0,6.0,8.0
16967,Male,18.0,4.0,2.0,lower_educated,3.0,,1,17.0,2,8.0,6.0,6.0,8.0,7.0,6.0,5.0,8.0
